player_a,x,y,player_b,pass_count
Anton Stach,62.14666666666667,38.89666666666667,Finn Ole Becker,8
Anton Stach,62.14666666666667,38.89666666666667,Grischa Prömel,6
Anton Stach,62.14666666666667,38.89666666666667,Kevin Akpoguma,10
Anton Stach,62.14666666666667,38.89666666666667,Kevin Vogt,13
Anton Stach,62.14666666666667,38.89666666666667,Marius Bülter,3
Anton Stach,62.14666666666667,38.89666666666667,Maximilian Beier,1
Anton Stach,62.14666666666667,38.89666666666667,Oliver Baumann,3
Anton Stach,62.14666666666667,38.89666666666667,Ozan Muhammed Kabak,3
Anton Stach,62.14666666666667,38.89666666666667,Robert Skov,10
Anton Stach,62.14666666666667,38.89666666666667,Wout Weghorst,7
Finn Ole Becker,64.15151515151516,57.72424242424242,Grischa Prömel,8
Finn Ole Becker,64.15151515151516,57.72424242424242,Kevin Akpoguma,1
Finn Ole Becker,64.15151515151516,57.72424242424242,Kevin Vogt,8
Finn Ole Becker,64.15151515151516,57.72424242424242,Marius Bülter,3
Finn Ole Becker,64.15151515151516,57.72424242424242,Maximilian Beier,1
Finn Ole Becker,64.15151515151516,57.72424242424242,Oliver Baumann,2
Finn Ole Becker,64.15151515151516,57.72424242424242,Ozan Muhammed Kabak,8
Finn Ole Becker,64.15151515151516,57.72424242424242,Robert Skov,17
Finn Ole Becker,64.15151515151516,57.72424242424242,Wout Weghorst,6
Grischa Prömel,55.04324324324324,27.68648648648649,Kevin Akpoguma,15
Grischa Prömel,55.04324324324324,27.68648648648649,Kevin Vogt,11
Grischa Prömel,55.04324324324324,27.68648648648649,Marius Bülter,11
Grischa Prömel,55.04324324324324,27.68648648648649,Maximilian Beier,5
Grischa Prömel,55.04324324324324,27.68648648648649,Oliver Baumann,4
Grischa Prömel,55.04324324324324,27.68648648648649,Ozan Muhammed Kabak,6
Grischa Prömel,55.04324324324324,27.68648648648649,Robert Skov,6
Grischa Prömel,55.04324324324324,27.68648648648649,Wout Weghorst,5
Kevin Akpoguma,47.33720930232558,18.451162790697673,Kevin Vogt,28
Kevin Akpoguma,47.33720930232558,18.451162790697673,Marius Bülter,14
Kevin Akpoguma,47.33720930232558,18.451162790697673,Maximilian Beier,2
Kevin Akpoguma,47.33720930232558,18.451162790697673,Oliver Baumann,10
Kevin Akpoguma,47.33720930232558,18.451162790697673,Ozan Muhammed Kabak,2
Kevin Akpoguma,47.33720930232558,18.451162790697673,Robert Skov,1
Kevin Akpoguma,47.33720930232558,18.451162790697673,Wout Weghorst,1
Kevin Vogt,40.32857142857143,37.794642857142854,Marius Bülter,3
Kevin Vogt,40.32857142857143,37.794642857142854,Maximilian Beier,5
Kevin Vogt,40.32857142857143,37.794642857142854,Oliver Baumann,11
Kevin Vogt,40.32857142857143,37.794642857142854,Ozan Muhammed Kabak,23
Kevin Vogt,40.32857142857143,37.794642857142854,Robert Skov,8
Kevin Vogt,40.32857142857143,37.794642857142854,Wout Weghorst,1
Marius Bülter,68.39583333333333,13.545833333333334,Maximilian Beier,5
Marius Bülter,68.39583333333333,13.545833333333334,Ozan Muhammed Kabak,2
Marius Bülter,68.39583333333333,13.545833333333334,Robert Skov,3
Marius Bülter,68.39583333333333,13.545833333333334,Wout Weghorst,8
Maximilian Beier,71.38333333333334,32.800000000000004,Oliver Baumann,1
Maximilian Beier,71.38333333333334,32.800000000000004,Robert Skov,1
Maximilian Beier,71.38333333333334,32.800000000000004,Wout Weghorst,3
Oliver Baumann,11.191666666666668,38.979166666666664,Ozan Muhammed Kabak,7
Oliver Baumann,11.191666666666668,38.979166666666664,Robert Skov,4
Oliver Baumann,11.191666666666668,38.979166666666664,Wout Weghorst,2
Ozan Muhammed Kabak,46.13142857142857,59.58857142857143,Robert Skov,16
Ozan Muhammed Kabak,46.13142857142857,59.58857142857143,Wout Weghorst,1
Robert Skov,65.21891891891892,63.943243243243245,Wout Weghorst,3
