player_a,x,y,player_b,pass_count
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Eric Junior Dina Ebimbe,7
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Fares Chaïbi,6
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Hugo Ekitike,8
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Kevin Trapp,4
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Lucas Silva Melo,6
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Mario Götze,15
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Niels Nkounkou,1
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Omar Marmoush,2
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Robin Koch,18
Ellyes Joris Skhiri,54.944186046511625,43.3860465116279,Willian Joel Pacho Tenorio,12
Eric Junior Dina Ebimbe,65.18666666666667,59.34,Fares Chaïbi,1
Eric Junior Dina Ebimbe,65.18666666666667,59.34,Hugo Ekitike,2
Eric Junior Dina Ebimbe,65.18666666666667,59.34,Lucas Silva Melo,10
Eric Junior Dina Ebimbe,65.18666666666667,59.34,Mario Götze,9
Eric Junior Dina Ebimbe,65.18666666666667,59.34,Niels Nkounkou,2
Eric Junior Dina Ebimbe,65.18666666666667,59.34,Robin Koch,2
Fares Chaïbi,75.79230769230769,24.838461538461537,Hugo Ekitike,3
Fares Chaïbi,75.79230769230769,24.838461538461537,Mario Götze,7
Fares Chaïbi,75.79230769230769,24.838461538461537,Niels Nkounkou,5
Fares Chaïbi,75.79230769230769,24.838461538461537,Omar Marmoush,2
Fares Chaïbi,75.79230769230769,24.838461538461537,Robin Koch,1
Fares Chaïbi,75.79230769230769,24.838461538461537,Willian Joel Pacho Tenorio,6
Hugo Ekitike,68.37857142857142,44.021428571428565,Kevin Trapp,1
Hugo Ekitike,68.37857142857142,44.021428571428565,Lucas Silva Melo,7
Hugo Ekitike,68.37857142857142,44.021428571428565,Mario Götze,2
Hugo Ekitike,68.37857142857142,44.021428571428565,Niels Nkounkou,5
Hugo Ekitike,68.37857142857142,44.021428571428565,Omar Marmoush,5
Hugo Ekitike,68.37857142857142,44.021428571428565,Robin Koch,1
Hugo Ekitike,68.37857142857142,44.021428571428565,Willian Joel Pacho Tenorio,1
Kevin Trapp,13.425,42.08125,Lucas Silva Melo,3
Kevin Trapp,13.425,42.08125,Mario Götze,2
Kevin Trapp,13.425,42.08125,Niels Nkounkou,2
Kevin Trapp,13.425,42.08125,Omar Marmoush,1
Kevin Trapp,13.425,42.08125,Robin Koch,10
Kevin Trapp,13.425,42.08125,Willian Joel Pacho Tenorio,9
Lucas Silva Melo,56.784615384615385,69.01282051282051,Mario Götze,22
Lucas Silva Melo,56.784615384615385,69.01282051282051,Niels Nkounkou,2
Lucas Silva Melo,56.784615384615385,69.01282051282051,Omar Marmoush,1
Lucas Silva Melo,56.784615384615385,69.01282051282051,Robin Koch,20
Lucas Silva Melo,56.784615384615385,69.01282051282051,Willian Joel Pacho Tenorio,2
Mario Götze,62.63157894736842,54.705263157894734,Niels Nkounkou,3
Mario Götze,62.63157894736842,54.705263157894734,Omar Marmoush,7
Mario Götze,62.63157894736842,54.705263157894734,Robin Koch,36
Mario Götze,62.63157894736842,54.705263157894734,Willian Joel Pacho Tenorio,6
Niels Nkounkou,58.676923076923075,9.419230769230769,Omar Marmoush,3
Niels Nkounkou,58.676923076923075,9.419230769230769,Robin Koch,2
Niels Nkounkou,58.676923076923075,9.419230769230769,Willian Joel Pacho Tenorio,26
Omar Marmoush,89.88,32.31,Willian Joel Pacho Tenorio,1
Robin Koch,42.37413793103448,49.393103448275866,Willian Joel Pacho Tenorio,29
