player_a,x,y,player_b,pass_count
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Amine Adli,8
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Edmond Fayçal Tapsoba,17
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Exequiel Alejandro Palacios,5
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Florian Wirtz,20
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Granit Xhaka,8
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Jeremie Frimpong,2
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Jonathan Tah,2
Alejandro Grimaldo García,73.69677419354838,10.135483870967741,Victor Okoh Boniface,2
Amine Adli,68.23888888888888,23.283333333333335,Edmond Fayçal Tapsoba,8
Amine Adli,68.23888888888888,23.283333333333335,Exequiel Alejandro Palacios,3
Amine Adli,68.23888888888888,23.283333333333335,Florian Wirtz,7
Amine Adli,68.23888888888888,23.283333333333335,Granit Xhaka,7
Amine Adli,68.23888888888888,23.283333333333335,Jeremie Frimpong,2
Amine Adli,68.23888888888888,23.283333333333335,Lukáš Hrádecký,1
Amine Adli,68.23888888888888,23.283333333333335,Odilon Kossonou,1
Amine Adli,68.23888888888888,23.283333333333335,Victor Okoh Boniface,5
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Exequiel Alejandro Palacios,14
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Florian Wirtz,10
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Granit Xhaka,15
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Jonathan Tah,14
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Lukáš Hrádecký,5
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Odilon Kossonou,4
Edmond Fayçal Tapsoba,44.77826086956522,21.630434782608695,Victor Okoh Boniface,1
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Florian Wirtz,19
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Granit Xhaka,19
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Jeremie Frimpong,7
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Jonathan Tah,4
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Lukáš Hrádecký,2
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Odilon Kossonou,10
Exequiel Alejandro Palacios,60.041463414634144,47.59512195121951,Victor Okoh Boniface,4
Florian Wirtz,68.90701754385965,43.13508771929824,Granit Xhaka,14
Florian Wirtz,68.90701754385965,43.13508771929824,Jeremie Frimpong,8
Florian Wirtz,68.90701754385965,43.13508771929824,Jonathan Tah,8
Florian Wirtz,68.90701754385965,43.13508771929824,Lukáš Hrádecký,3
Florian Wirtz,68.90701754385965,43.13508771929824,Odilon Kossonou,18
Florian Wirtz,68.90701754385965,43.13508771929824,Victor Okoh Boniface,4
Granit Xhaka,62.29183673469388,39.689795918367345,Jeremie Frimpong,2
Granit Xhaka,62.29183673469388,39.689795918367345,Jonathan Tah,7
Granit Xhaka,62.29183673469388,39.689795918367345,Lukáš Hrádecký,1
Granit Xhaka,62.29183673469388,39.689795918367345,Odilon Kossonou,16
Granit Xhaka,62.29183673469388,39.689795918367345,Victor Okoh Boniface,6
Jeremie Frimpong,85.58125,67.75,Odilon Kossonou,7
Jeremie Frimpong,85.58125,67.75,Victor Okoh Boniface,4
Jonathan Tah,46.41538461538461,52.66538461538461,Lukáš Hrádecký,1
Jonathan Tah,46.41538461538461,52.66538461538461,Odilon Kossonou,11
Lukáš Hrádecký,9.053846153846154,40.70769230769231,Odilon Kossonou,4
